dcat.created;dcat.issued;dcat.creator;dcat.contributor;dcat.contact_name;dcat.contact_email;dcat.accrualperiodicity;dcat.spatial;dcat.temporal;dcat.granularity;dcat.dataquality;dcat.publisher_type;dcat.conforms_to;dcat.temporal_coverage_start;dcat.temporal_coverage_end;dcat.accessRights;dcat.relation;default.title;default.description;default.theme;default.keyword;default.license;default.license_url;default.language;default.metadata_languages;default.timezone;default.modified;default.modified_updates_on_metadata_change;default.modified_updates_on_data_change;default.data_processed;default.metadata_processed;default.geographic_reference;default.geographic_reference_auto;default.territory;default.geometry_types;default.bbox;default.publisher;default.references;default.records_count;default.attributions;default.source_domain;default.source_domain_title;default.source_domain_address;default.source_dataset;default.shared_catalog;default.federated;default.parent_domain;default.update_frequency;metadonnees-complementaires.date-observation;metadonnees-complementaires.periode-donnees;metadonnees-complementaires.champ;metadonnees-complementaires.couverture-geographique;metadonnees-complementaires.unite-statistique;metadonnees-complementaires.secret-statistique;datasetid
;;;;;;;;;;;;;;;;;Espaces services jeunesse;"<p>Ce jeu de données localise les Espaces services jeunesse. Situés au sein<strong> d’un établissement secondaire public</strong> (relevant ou non du ministère chargé de l’éducation nationale) et <strong>couvrant un périmètre géographique aussi large que possible, il s'agit de </strong><strong>pôles de services éducation-formation-jeunesse </strong>offerts 
par les collectivités territoriales et les services déconcentrés ou 
opérateurs de toutes les administrations de l’État intervenant sur les 
champs éducation-jeunesse-formation.</p>";;;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2025-09-09T09:57:33+00:00;False;False;2025-09-09T12:37:20+00:00;2025-09-22T14:26:59.081000+00:00;;False;;Point;"{""coordinates"": [[[7.088362108916044, 49.20409072190523], [-3.3087798301130533, 49.20409072190523], [-3.3087798301130533, 43.61740963999182], [7.088362108916044, 43.61740963999182], [7.088362108916044, 49.20409072190523]]], ""type"": ""Polygon""}";DGESCO - Ministère de l'éducation nationale;;17;;;;;;;False;;;;;;;;;fr-en-espaces-services-jeunesse
2024-07-26;2024-07-26;;;;;;;;;;;;;;;;Colos apprenantes;"<div class=""fr-col-md-6 fr-body_text"">
    <p class=""fr-text--xl"">Proposées par les organisateurs de colonies 
de vacances (association d’éducation populaire, collectivité 
territoriale, structure privée, comité d’entreprise), consultez la liste
 des colonies qui répondent au label ""colos apprenantes"" délivré par 
l’État.</p>

<p><strong>Ces colonies</strong> <strong>proposent ainsi des formules associant renforcement des apprentissages et activités de loisirs</strong> autour
 de la culture, du sport et du développement durable. Elles offrent la 
possibilité aux enfants et aux jeunes de renforcer savoirs et 
compétences dans un cadre ludique et de préparer ainsi dans de bonnes 
conditions la rentrée prochaine. </p><p>Plus d'informations sur <a href=""https://www.jeunes.gouv.fr/colos-apprenantes"" target=""_blank"">https://www.jeunes.gouv.fr/colos-apprenantes</a><br></p>
  </div><p></p>";Sport, jeunesse et vie associative;colonie de vacances,apprenant;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2026-01-24T23:07:05+00:00;True;True;2026-01-24T23:07:05+00:00;2026-01-24T23:07:06.016000+00:00;;False;;;;DGESCO - Ministère de l'éducation nationale;;33535;;;;;;;False;;;;;;;;;fr-en-colos-aprenantes
2016-12-06;;;;;;Annuelle;France;2009-2020;;;;;2008-12-31T23:00:00+00:00;2020-12-30T23:00:00+00:00;;;Effectifs d’étudiants en CPGE par année et par sexe;"<p>Tableau statistique : effectifs d'étudiants en CPGE  selon l'année et le sexe</p><p>Source : RERS - Repères et références statistiques sur les enseignements, la formation et la recherche</p><p> </p><p>À compter de 2021 ces données figurent dans les jeux de données : </p><p>""Parcoursup - vœux de poursuite d'études et de réorientation dans l'enseignement supérieur et réponses des établissements""</p>";Elèves, étudiants, et apprentis,Etablissements (dont IPS);EPLE,post-bac,lycée;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2025-02-03T10:01:26.091000+00:00;True;True;2021-07-05T09:47:59+00:00;2025-02-03T10:02:24.343000+00:00;world_fr;True;France;;;DNE - Ministère de l'Education Nationale;;144;;;;;;;False;;;;;;;;;fr-en-effectifs-etudiants-cpge-par-annee-et-par-sexe
2024-12-04;2025-03-06;;;;;annual;;la rentrée scolaire;;;;;2024-09-14T22:00:00+00:00;2024-09-14T22:00:00+00:00;;;Les évaluations nationales Repères CM2 par département;;Evaluation des élèves;Évaluations,CM2,taux de maitrise,français,mathématiques;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2025-07-08T08:19:33.038000+00:00;True;True;2025-07-08T08:19:02+00:00;2025-07-08T08:19:35.265000+00:00;;False;;;;DEPP – Ministère de l’éducation nationale;;4896;;;;;;;False;;ANNUAL;15/09/2024;2024;Établissements scolaires des secteurs public et privé sous contrat;France + Saint-Martin et Saint-Barthélemy rattachées à l’académie de la Guadeloupe;Les élèves de CM2;;fr-en-evaluations_nationales_cm2_departement
;;Ministère des Sports;PRNSI;;contact-equipements@sports.gouv.fr;;France;;;;NationalAuthority;;;;;;Data ES - Types d'équipement;"<p data-end=""396"" data-start=""83"">Ce jeu de données liste l’ensemble des types d’équipements sportifs utilisés dans la base Data ES. Chaque type est associé à une famille d’équipement sportive de référence, permettant de structurer et d’analyser finement les équipements recensés.</p>";Références;DataES,Equipements,Sport,Référence;LICENCE OUVERTE 2.0;https://github.com/etalab/licence-ouverte/blob/master/LO.md;fr;fr;Europe/Paris;2023-09-04T12:16:31+00:00;False;False;2025-05-15T16:00:11+00:00;2026-01-27T02:38:58.264000+00:00;world_fr;False;France;;;Ministère des Sports;;183;;;;;;;True;;;;;;;;;fr-en-dataes-types-d-equipement
;;;;;;Annuelle;France;2016-2020;;;;;2015-12-31T23:00:00+00:00;2020-12-30T23:00:00+00:00;;;Concours de recrutement de personnels enseignants du 1er degré public;"<p><p>Statistiques des concours d'accès aux postes d'enseignement du premier degré public<br></p>Champ : France métropolitaine + DOM + COM ( les concours de recrutement de professeurs des écoles de l’enseignement
 public  sont organisés par le gouvernement de la Nouvelle-Calédonie et 
non par le vice-rectorat)<br>Sources : MENJS - DGRH</p>";Ressources humaines;ressources humaines;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2025-02-19T15:39:50+00:00;True;True;2025-02-19T15:39:50+00:00;2025-02-19T15:39:50.843000+00:00;;False;;;;DGRH - Ministère de l'éducation nationale;None;47;None;;;;;;False;;;;;;;;;fr-en-concours_personnel_enseignant_premier_degre_public
2021-03-11;2021-03-11;;;;;Annuelle;France;la rentrée scolaire;;;;;2019-09-30T22:00:00+00:00;2024-09-30T22:00:00+00:00;;;Effectifs d’élèves par école;"<p>Ce jeu de données présente les effectifs d’élèves par niveau et nombre de classes
<u>par école.</u></p><p>Jusqu'à la rentrée 2023, les élèves des classes UEEA étaient 
comptabilisés avec les élèves scolarisés en élémentaire sans possibilité
 de les isoler. Depuis la rentrée 2024, il est désormais possible de 
dénombrer ces élèves séparément des effectifs d'élémentaire. Ainsi, à 
compter de cette rentrée, les effectifs d’élève UEEA par école sont 
disponibles dans la variable ‘’Nombre d'élèves en UEEA’’ et ne sont plus
 inclus dans les variables d’effectifs des différents niveaux 
d’élémentaire. </p><p>Observation à la rentrée : début octobre de chaque année.</p>Date de la dernière observation 01/10/2024.<p></p><p>Abréviations utilisées : </p><ul><li>REP : Réseau d’Éducation Prioritaire</li><li>REP+ : Réseau d’Éducation Prioritaire Plus</li><li>ULIS : Unités Localisées pour l'Inclusion Scolaire</li><li>UEEA : Unités d'Enseignement Élémentaire Autisme<span style='font-size:11.0pt;font-family:""Calibri"",sans-serif;
mso-fareast-font-family:Calibri;mso-fareast-theme-font:minor-latin;mso-ansi-language:
FR;mso-fareast-language:EN-US;mso-bidi-language:AR-SA'><br></span></li></ul>";Elèves, étudiants, et apprentis;établissements,école,élèves;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2025-09-18T15:18:22.223000+00:00;True;True;2025-07-28T15:07:58+00:00;2025-09-18T15:18:25.035000+00:00;world_fr;True;France;;;DEPP – Ministère de l’éducation nationale;;809225;;;;;;;False;;ANNUAL;01/10/2024;2019-2024;établissements publics et privés sous contrat;France;les élèves;;fr-en-ecoles-effectifs-nb_classes
;;;;;;;;;;;;;;;;;Capytale - Répartition par profil des visites d'utilisateurs connectés;"<p class=""MsoNormal"">Capytale, la plateforme des STIAM<o:p></o:p></p><p class=""MsoNormal"">Commun numérique développé par le ministère de l'Éducation,
Capytale propose un environnement simple et homogène pour partager des
activités sur les STIAM pour les élèves du cycle 3 jusqu'aux CPGE.<o:p></o:p></p><p class=""MsoNormal""><span lang=""EN-US"" style='font-family:""MS Gothic"";mso-bidi-font-family:
""MS Gothic""'>ⓘ</span> STIAM : Sciences, Technologie, Ingénierie, Arts et
Mathématiques<o:p></o:p></p><p class=""MsoNormal"">1. Un environnement de travail simple et standardisé, conçu
pour simplifier les échanges entre les enseignants et les élèves. <o:p></o:p></p><p class=""MsoNormal"">2. Un service accessible sans installation avec un simple
navigateur web sur tout ordinateur, tablette ou téléphone.<o:p></o:p></p><p class=""MsoNormal"">3. Une bibliothèque d'activités pédagogiques partagées entre
enseignants<o:p></o:p></p><p>











</p><p class=""MsoNormal""><a href=""https://capytale2.ac-paris.fr/"">https://capytale2.ac-paris.fr/</a><o:p></o:p></p>";Elèves, étudiants, et apprentis;STIAM ,ressources numériques pédagogiques,commun numérique ,plateforme;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2026-01-27T04:04:47+00:00;True;True;2026-01-27T04:04:47+00:00;2026-01-27T04:04:47.298000+00:00;;False;;;;DNE - Ministère de l'Education Nationale - Académie de Paris ;;72;;;;;;;False;;DAILY;;;;;;;capytale-repartition-des-visites-sur-dataeducation
;;;;;;;;;;;;;;;;;dataviz-list;"<p>Jeu de données technique</p>Liste des jeux de données figurant dans la rubrique ""visualisations à la une"" de la page d'accueil du portail.<p></p>";;hors catalogue;;;fr;fr;;2020-12-14T08:05:19+00:00;False;False;2025-11-03T16:17:54+00:00;2025-11-03T16:17:55.093000+00:00;;False;;;;;;30;;;;;;;False;;;;;;;;;dataviz-a-la-une
;;;;;;Annuelle;France;2018-2021;;;;;2017-12-31T23:00:00+00:00;2021-12-30T23:00:00+00:00;;;Effectifs d'apprenants dans les diplômes de la voie professionnelle;"<p>Effectifs d'élèves par formation et secteur, différenciés entre dernière année de diplôme et autres années, à l'échelle départementale.</p><p><span style=""font-family: inherit; font-size: 0.875rem;"">Effectifs à la rentrée scolaire, depuis 2018.</span></p><p><span style=""font-family: inherit; font-size: 0.875rem;"">Source : Base centrale de pilotage, DEPP</span></p><p><span style=""font-family: inherit; font-size: 0.875rem;"">Champ : secteurs public et privé (sous et hors contrat), élèves sous statut scolaire<br></span><br></p>";Elèves, étudiants, et apprentis,Diplômes et examens,Parcours et insertion professionnelle;effectifs,voie professionnelle,formation professionnelle;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2022-06-02T13:02:59+00:00;False;True;2022-06-02T13:02:59+00:00;2025-06-04T10:03:31.958000+00:00;world_fr;True;France;MultiPolygon,Polygon;"{""coordinates"": [[[9.560093572363257, 51.08898942824453], [-5.1344383880496025, 51.08898942824453], [-5.1344383880496025, 41.36737930588424], [9.560093572363257, 41.36737930588424], [9.560093572363257, 51.08898942824453]]], ""type"": ""Polygon""}";DGESCO - Ministère de l'éducation nationale;;115267;INSEE IGN NaturalEarth DGGL;;;;;;False;;;;;;;;;fr-en-carto-pro-effectifs
2021-06-16;2021-06-16;;;;;Ponctuelle;France;1945-2023;;;;;1944-12-31T23:00:00+00:00;2023-12-30T23:00:00+00:00;;;Liste des diplômes professionnels de l’éducation nationale;"<p><span style='font-size:11.0pt;line-height:105%;
font-family:""Arial"",sans-serif;mso-fareast-font-family:""Times New Roman"";
mso-bidi-font-family:""Times New Roman"";mso-ansi-language:FR;mso-fareast-language:
EN-US;mso-bidi-language:AR-SA'>Liste des diplômes professionnels de l’éducation
nationale comprenant les informations suivantes : commission
professionnelle consultative (CPC) concernée, niveau, type de diplôme,
spécialité et option, code diplôme, numéro RNCP, première et dernière session,
date de l’arrêté de création, commentaire le cas échéant.</span></p><p><span style='font-size:11.0pt;line-height:105%;
font-family:""Arial"",sans-serif;mso-fareast-font-family:""Times New Roman"";
mso-bidi-font-family:""Times New Roman"";mso-ansi-language:FR;mso-fareast-language:
EN-US;mso-bidi-language:AR-SA'>Source : </span><br><span style='font-size:11.0pt;line-height:105%;
font-family:""Arial"",sans-serif;mso-fareast-font-family:""Times New Roman"";
mso-bidi-font-family:""Times New Roman"";mso-ansi-language:FR;mso-fareast-language:
EN-US;mso-bidi-language:AR-SA'><span style='font-size:11.0pt;line-height:105%;
font-family:""Arial"",sans-serif;mso-fareast-font-family:""Times New Roman"";
mso-bidi-font-family:""Times New Roman"";mso-ansi-language:FR;mso-fareast-language:
EN-US;mso-bidi-language:AR-SA'>Base centrale des nomenclatures (DEPP) ;
Répertoire national des certifications professionnelles (RNCP) ; Journal
officiel de la République française ; base interne</span></span></p><p><span style='font-size:11.0pt;line-height:105%;
font-family:""Arial"",sans-serif;mso-fareast-font-family:""Times New Roman"";
mso-bidi-font-family:""Times New Roman"";mso-ansi-language:FR;mso-fareast-language:
EN-US;mso-bidi-language:AR-SA'><span style='font-size:11.0pt;line-height:105%;
font-family:""Arial"",sans-serif;mso-fareast-font-family:""Times New Roman"";
mso-bidi-font-family:""Times New Roman"";mso-ansi-language:FR;mso-fareast-language:
EN-US;mso-bidi-language:AR-SA'>Liste des diplômes professionnels téléchargeable en pdf sur Eduscol :  <a href=""https://eduscol.education.fr/774/les-diplomes-professionnels"" target=""_blank"">https://eduscol.education.fr/774/les-diplomes-professionnels</a><br></span></span></p>";Diplômes et examens,Données de référence;diplôme,professionnel,liste,certification,spécialités,option,RNCP,CPC;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2025-07-08T22:13:37.036000+00:00;True;True;2025-07-08T13:35:00+00:00;2025-07-08T22:13:40.309000+00:00;world_fr;True;France;;;DGESCO - Ministère de l'éducation nationale;;582;;;;;;;False;;;;;;;;;fr-en-liste-diplomes-professionnels
